uf,cod_uf,cod_municipio,municipio,populacao_2012
PE,26,01607,Belém de São Francisco,20260
PE,26,01706,Belo Jardim,72996
PE,26,01805,Betânia,12109
PE,26,01904,Bezerros,58864
PE,26,02001,Bodocó,35676
PE,26,02100,Bom Conselho,45983
PE,26,02209,Bom Jardim,37949
PE,26,02308,Bonito,37539
PE,26,02407,Brejão,8834
PE,26,02506,Brejinho,7312
PE,26,02605,Brejo da Madre de Deus,46248
PE,26,02704,Buenos Aires,12618
PE,26,02803,Buíque,53304
PE,26,02902,Cabo de Santo Agostinho,189222
PE,26,03009,Cabrobó,31497
PE,26,03108,Cachoeirinha,19088
PE,26,03207,Caetés,26946
PE,26,03306,Calçado,11051
PE,26,03405,Calumbi,5643
PE,26,03454,Camaragibe,146847
PE,26,03504,Camocim de São Félix,17405
PE,26,03603,Camutanga,8204
PE,26,03702,Canhotinho,24461
PE,26,03801,Capoeiras,19599
PE,26,03900,Carnaíba,18707
PE,26,03926,Carnaubeira da Penha,11991
PE,26,04007,Carpina,76527
PE,26,04106,Caruaru,324095
PE,26,04155,Casinhas,13830
PE,26,04205,Catende,38812
PE,26,04304,Cedro,10964
PE,26,04403,Chã de Alegria,12601
PE,26,04502,Chã Grande,20399
PE,26,04601,Condado,24658
PE,26,04700,Correntes,17374
PE,26,04809,Cortês,12418
PE,26,04908,Cumaru,17470
PE,26,05004,Cupira,23114
PE,26,05103,Custódia,34442
PE,26,05152,Dormentes,17296
PE,26,05202,Escada,64422
PE,26,05301,Exu,31518
PE,26,05400,Feira Nova,20830
PE,26,05459,Fernando de Noronha,2718
PE,26,05509,Ferreiros,11537
PE,26,05608,Flores,22162
PE,26,05707,Floresta,29973
PE,26,05806,Frei Miguelinho,14492
PE,26,05905,Gameleira,28503
PE,26,06002,Garanhuns,131169
PE,26,06101,Glória do Goitá,29241
PE,26,06200,Goiana,75902
PE,26,06309,Granito,6968
PE,26,06408,Gravatá,77845
PE,26,06507,Iati,18462
PE,26,06606,Ibimirim,27349
PE,26,06705,Ibirajuba,7549
PE,26,06804,Igarassu,105003
PE,26,06903,Iguaraci,11824
PE,26,07604,Ilha de Itamaracá,22794
PE,26,07000,Inajá,19957
PE,26,07109,Ingazeira,4486
PE,26,07208,Ipojuca,83862
PE,26,07307,Ipubi,28887
PE,26,07406,Itacuruba,4475
PE,26,07505,Itaíba,26175
PE,26,07653,Itambé,35461
PE,26,07703,Itapetim,13748
PE,26,07752,Itapissuma,24321
PE,26,07802,Itaquitinga,16221
PE,26,07901,Jaboatão dos Guararapes,654786
PE,26,07950,Jaqueira,11479
PE,26,08008,Jataúba,16219
PE,26,08057,Jatobá,14087
PE,26,08107,João Alfredo,31305
PE,26,08206,Joaquim Nabuco,15751
PE,26,08255,Jucati,10742
PE,26,08305,Jupi,13899
PE,26,08404,Jurema,14662
PE,26,08453,Lagoa do Carro,16408
PE,26,08503,Lagoa do Itaenga,20733
PE,26,08602,Lagoa do Ouro,12307
PE,26,08701,Lagoa dos Gatos,15731
PE,26,08750,Lagoa Grande,23308
PE,26,08800,Lajedo,37296
PE,26,08909,Limoeiro,55343
PE,26,09006,Macaparana,24142
PE,26,09105,Machados,14109
PE,26,09154,Manari,18847
PE,26,09204,Maraial,11961
PE,26,09303,Mirandiba,14488
PE,26,14303,Moreilândia,11020
PE,26,09402,Moreno,57828
PE,26,09501,Nazaré da Mata,31029
PE,26,09600,Olinda,379271
PE,26,09709,Orobó,22996
PE,26,09808,Orocó,13536
PE,26,09907,Ouricuri,65510
PE,26,10004,Palmares,60091
PE,26,10103,Palmeirina,8172
PE,26,10202,Panelas,26005
PE,26,10301,Paranatama,11100
PE,26,10400,Parnamirim,20425
PE,26,10509,Passira,28552
PE,26,10608,Paudalho,52297
PE,26,10707,Paulista,306239
PE,26,10806,Pedra,21050
PE,26,10905,Pesqueira,63519
PE,26,11002,Petrolândia,33273
PE,26,11101,Petrolina,305352
PE,26,11200,Poção,11029
PE,26,11309,Pombos,26086
PE,26,11408,Primavera,13705
PE,26,11507,Quipapá,24495
PE,26,11533,Quixaba,6722
PE,26,11606,Recife,1555039
PE,26,11705,Riacho das Almas,19387
PE,26,11804,Ribeirão,44950
PE,26,11903,Rio Formoso,22361
PE,26,12000,Sairé,10877
PE,26,12109,Salgadinho,9641
PE,26,12208,Salgueiro,57343
PE,26,12307,Saloá,15355
PE,26,12406,Sanharó,22896
PE,26,12455,Santa Cruz,13946
PE,26,12471,Santa Cruz da Baixa Verde,11901
PE,26,12505,Santa Cruz do Capibaribe,91891
PE,26,12554,Santa Filomena,13561
PE,26,12604,Santa Maria da Boa Vista,39816
PE,26,12703,Santa Maria do Cambucá,13215
PE,26,12802,Santa Terezinha,11103
PE,26,12901,São Benedito do Sul,14326
PE,26,13008,São Bento do Una,54433
PE,26,13107,São Caitano,35554
PE,26,13206,São João,21549
PE,26,13305,São Joaquim do Monte,20586
PE,26,13404,São José da Coroa Grande,18816
PE,26,13503,São José do Belmonte,32763
PE,26,13602,São José do Egito,32186
PE,26,13701,São Lourenço da Mata,104782
PE,26,13800,São Vicente Ferrer,17151
PE,26,13909,Serra Talhada,80489
PE,26,14006,Serrita,18519
PE,26,14105,Sertânia,34109
PE,26,14204,Sirinhaém,41391
PE,26,14402,Solidão,5777
PE,26,14501,Surubim,59751
PE,26,14600,Tabira,26784
PE,26,14709,Tacaimbó,12695
PE,26,14808,Tacaratu,22819
PE,26,14857,Tamandaré,21234
PE,26,15003,Taquaritinga do Norte,25681
PE,26,15102,Terezinha,6803
PE,26,15201,Terra Nova,9534
PE,26,15300,Timbaúba,53360
PE,26,15409,Toritama,37631
PE,26,15508,Tracunhaém,13155
PE,26,15607,Trindade,26749
PE,26,15706,Triunfo,14987
PE,26,15805,Tupanatinga,24973
PE,26,15904,Tuparetama,7950
PE,26,16001,Venturosa,16823
PE,26,16100,Verdejante,9187
PE,26,16183,Vertente do Lério,7773
PE,26,16209,Vertentes,18716
PE,26,16308,Vicência,31021
PE,26,16407,Vitória de Santo Antão,129907
PE,26,16506,Xexéu,14168
AL,27,00102,Água Branca,19763
AL,27,00201,Anadia,17360
AL,27,00300,Arapiraca,218140
AL,27,00409,Atalaia,44892
AL,27,00508,Barra de Santo Antônio,14665
AL,27,00607,Barra de São Miguel,7755
AL,27,00706,Batalha,17420
AL,27,00805,Belém,4635
AL,27,00904,Belo Monte,6499
AL,27,01001,Boca da Mata,26010
AL,27,01100,Branquinha,10471
AL,27,01209,Cacimbinhas,10307
AL,27,01308,Cajueiro,20626
AL,27,01357,Campestre,6655
AL,27,01407,Campo Alegre,52327
AL,27,01506,Campo Grande,9273
AL,27,01605,Canapi,17238
AL,27,01704,Capela,16728
AL,27,01803,Carneiros,8548
AL,27,01902,Chã Preta,7146
AL,27,02009,Coité do Nóia,10765
AL,27,02108,Colônia Leopoldina,20401
AL,27,02207,Coqueiro Seco,5586
AL,27,02306,Coruripe,53224
AL,27,02355,Craíbas,22921
AL,27,02405,Delmiro Gouveia,48876
AL,27,02504,Dois Riachos,10838
AL,27,02553,Estrela de Alagoas,17410
AL,27,02603,Feira Grande,21342
AL,27,02702,Feliz Deserto,4482
AL,27,02801,Flexeiras,12378
AL,27,02900,Girau do Ponciano,37858
AL,27,03007,Ibateguara,15180
AL,27,03106,Igaci,25129
AL,27,03205,Igreja Nova,23570
AL,27,03304,Inhapi,17839
AL,27,03403,Jacaré dos Homens,5352
AL,27,03502,Jacuípe,6950
AL,27,03601,Japaratinga,7888
AL,27,03700,Jaramataia,5524
AL,27,03759,Jequiá da Praia,11887
AL,27,03809,Joaquim Gomes,22853
AL,27,03908,Jundiá,4142
AL,27,04005,Junqueiro,24173
AL,27,04104,Lagoa da Canoa,17988
AL,27,04203,Limoeiro de Anadia,27069
AL,27,04302,Maceió,953393
AL,27,04401,Major Isidoro,19087
AL,27,04906,Mar Vermelho,3588
AL,27,04500,Maragogi,29794
AL,27,04609,Maravilha,9981
AL,27,04708,Marechal Deodoro,47504
AL,27,04807,Maribondo,13389
AL,27,05002,Mata Grande,24449
AL,27,05101,Matriz de Camaragibe,23750
AL,27,05200,Messias,16292
AL,27,05309,Minador do Negrão,5251
AL,27,05408,Monteirópolis,6952
AL,27,05507,Murici,27030
AL,27,05606,Novo Lino,12303
AL,27,05705,Olho d'Água das Flores,20460
AL,27,05804,Olho d'Água do Casado,8708
AL,27,05903,Olho d'Água Grande,4967
AL,27,06000,Olivença,11150
AL,27,06109,Ouro Branco,10953
AL,27,06208,Palestina,5201
AL,27,06307,Palmeira dos Índios,70738
AL,27,06406,Pão de Açúcar,23651
AL,27,06422,Pariconha,10282
AL,27,06448,Paripueira,11845
AL,27,06505,Passo de Camaragibe,14802
AL,27,06604,Paulo Jacinto,7412
AL,27,06703,Penedo,60890
AL,27,06802,Piaçabuçu,17268
AL,27,06901,Pilar,33623
AL,27,07008,Pindoba,2857
AL,27,07107,Piranhas,23504
AL,27,07206,Poço das Trincheiras,13845
AL,27,07305,Porto Calvo,25974
AL,27,07404,Porto de Pedras,8156
AL,27,07503,Porto Real do Colégio,19288
AL,27,07602,Quebrangulo,11330
AL,27,07701,Rio Largo,68952
AL,27,07800,Roteiro,6607
AL,27,07909,Santa Luzia do Norte,6967
AL,27,08006,Santana do Ipanema,45453
AL,27,08105,Santana do Mundaú,10792
AL,27,08204,São Brás,6744
AL,27,08303,São José da Laje,22906
AL,27,08402,São José da Tapera,30549
AL,27,08501,São Luís do Quitunde,32846
AL,27,08600,São Miguel dos Campos,56319
AL,27,08709,São Miguel dos Milagres,7360
AL,27,08808,São Sebastião,32446
AL,27,08907,Satuba,15020
AL,27,08956,Senador Rui Palmeira,13209
AL,27,09004,Tanque d'Arca,6172
AL,27,09103,Taquarana,18907
AL,27,09152,Teotônio Vilela,41797
AL,27,09202,Traipu,26369
AL,27,09301,União dos Palmares,62923
AL,27,09400,Viçosa,25384
SE,28,00100,Amparo de São Francisco,2290
SE,28,00209,Aquidabã,20315
SE,28,00308,Aracaju,587701
SE,28,00407,Arauá,9495
SE,28,00506,Areia Branca,17164
SE,28,00605,Barra dos Coqueiros,26059
SE,28,00670,Boquim,25727
SE,28,00704,Brejo Grande,7839
SE,28,01009,Campo do Brito,16987
SE,28,01108,Canhoba,3955
SE,28,01207,Canindé de São Francisco,25733
SE,28,01306,Capela,31402
SE,28,01405,Carira,20345
SE,28,01504,Carmópolis,14130
SE,28,01603,Cedro de São João,5672
SE,28,01702,Cristinápolis,16859
SE,28,01900,Cumbe,3839
SE,28,02007,Divina Pastora,4487
SE,28,02106,Estância,65226
SE,28,02205,Feira Nova,5363
SE,28,02304,Frei Paulo,14162
SE,28,02403,Gararu,11412
SE,28,02502,General Maynard,3009
SE,28,02601,Gracho Cardoso,5665
SE,28,02700,Ilha das Flores,8359
SE,28,02809,Indiaroba,16236
SE,28,02908,Itabaiana,88501
SE,28,03005,Itabaianinha,39432
SE,28,03104,Itabi,4942
SE,28,03203,Itaporanga d'Ajuda,31165
SE,28,03302,Japaratuba,17213
SE,28,03401,Japoatã,12926
SE,28,03500,Lagarto,96602
SE,28,03609,Laranjeiras,27442
SE,28,03708,Macambira,6492
SE,28,03807,Malhada dos Bois,3494
SE,28,03906,Malhador,12127
SE,28,04003,Maruim,16478
SE,28,04102,Moita Bonita,11038
SE,28,04201,Monte Alegre de Sergipe,13936
SE,28,04300,Muribeca,7381
SE,28,04409,Neópolis,18493
SE,28,04458,Nossa Senhora Aparecida,8543
SE,28,04508,Nossa Senhora da Glória,33341
SE,28,04607,Nossa Senhora das Dores,24941
SE,28,04706,Nossa Senhora de Lourdes,6271
SE,28,04805,Nossa Senhora do Socorro,165194
SE,28,04904,Pacatuba,13379
SE,28,05000,Pedra Mole,3026
SE,28,05109,Pedrinhas,8970
SE,28,05208,Pinhão,6084
SE,28,05307,Pirambu,8538
SE,28,05406,Poço Redondo,31614
SE,28,05505,Poço Verde,22287
SE,28,05604,Porto da Folha,27370
SE,28,05703,Propriá,28612
SE,28,05802,Riachão do Dantas,19414
SE,28,05901,Riachuelo,9509
SE,28,06008,Ribeirópolis,17435
SE,28,06107,Rosário do Catete,9541
SE,28,06206,Salgado,19439
SE,28,06305,Santa Luzia do Itanhy,14081
SE,28,06503,Santa Rosa de Lima,3773
SE,28,06404,Santana do São Francisco,7175
SE,28,06602,Santo Amaro das Brotas,11522
SE,28,06701,São Cristóvão,81011
SE,28,06800,São Domingos,10424
SE,28,06909,São Francisco,3524
SE,28,07006,São Miguel do Aleixo,3736
SE,28,07105,Simão Dias,38988
SE,28,07204,Siriri,8169
SE,28,07303,Telha,3006
SE,28,07402,Tobias Barreto,48776
SE,28,07501,Tomar do Geru,12858
SE,28,07600,Umbaúba,23223
BA,29,00108,Abaíra,8659
BA,29,00207,Abaré,17685
BA,29,00306,Acajutiba,14730
BA,29,00355,Adustina,15914
BA,29,00405,Água Fria,15884
BA,29,00603,Aiquara,4536
BA,29,00702,Alagoinhas,143460
BA,29,00801,Alcobaça,21328
BA,29,00900,Almadina,6130
BA,29,01007,Amargosa,34845
BA,29,01106,Amélia Rodrigues,25080
BA,29,01155,América Dourada,15962
BA,29,01205,Anagé,19889
BA,29,01304,Andaraí,13942
BA,29,01353,Andorinha,14209
BA,29,01403,Angical,13992
BA,29,01502,Anguera,10427
BA,29,01601,Antas,17526
BA,29,01700,Antônio Cardoso,11545
BA,29,01809,Antônio Gonçalves,11229
BA,29,01908,Aporá,17877
BA,29,01957,Apuarema,7397
BA,29,02054,Araças,11642
BA,29,02005,Aracatu,13542
BA,29,02104,Araci,52325
BA,29,02203,Aramari,10483
BA,29,02252,Arataca,10307
BA,29,02302,Aratuípe,8632
BA,29,02401,Aurelino Leal,13059
BA,29,02500,Baianópolis,13420
BA,29,02609,Baixa Grande,20031
BA,29,02658,Banzaê,11840
BA,29,02708,Barra,50134
BA,29,02807,Barra da Estiva,20767
BA,29,02906,Barra do Choça,35501
BA,29,03003,Barra do Mendes,13914
BA,29,03102,Barra do Rocha,6038
BA,29,03201,Barreiras,141081
BA,29,03235,Barro Alto,13914
BA,29,03300,Barro Preto,6122
BA,29,03276,Barrocas,14495
BA,29,03409,Belmonte,22067
BA,29,03508,Belo Campo,17625
BA,29,03607,Biritinga,14866
BA,29,03706,Boa Nova,14620
BA,29,03805,Boa Vista do Tupim,17898
BA,29,03904,Bom Jesus da Lapa,64740
BA,29,03953,Bom Jesus da Serra,10120
BA,29,04001,Boninal,13893
BA,29,04050,Bonito,15126
BA,29,04100,Boquira,22025
BA,29,04209,Botuporã,10950
BA,29,04308,Brejões,14123
BA,29,04407,Brejolândia,11247
BA,29,04506,Brotas de Macaúbas,10479
BA,29,04605,Brumado,64972
BA,29,04704,Buerarema,18528
BA,29,04753,Buritirama,19853
BA,29,04803,Caatiba,10576
BA,29,04852,Cabaceiras do Paraguaçu,17582
BA,29,04902,Cachoeira,32270
BA,29,05008,Caculé,22577
BA,29,05107,Caém,10013
BA,29,05156,Caetanos,14926
BA,29,05206,Caetité,47774
BA,29,05305,Cafarnaum,17398
BA,29,05404,Cairu,15973
BA,29,05503,Caldeirão Grande,12658
BA,29,05602,Camacan,31535
BA,29,05701,Camaçari,255238
BA,29,05800,Camamu,35366
BA,29,05909,Campo Alegre de Lourdes,28156
BA,29,06006,Campo Formoso,67305
BA,29,06105,Canápolis,9395
BA,29,06204,Canarana,24430
BA,29,06303,Canavieiras,31902
BA,29,06402,Candeal,8720
BA,29,06501,Candeias,84121
BA,29,06600,Candiba,13329
BA,29,06709,Cândido Sales,25711
BA,29,06808,Cansanção,33054
BA,29,06824,Canudos,15941
BA,29,06857,Capela do Alto Alegre,11485
BA,29,06873,Capim Grosso,27067
BA,29,06899,Caraíbas,9879
BA,29,06907,Caravelas,21612
BA,29,07004,Cardeal da Silva,9030
BA,29,07103,Carinhanha,28519
BA,29,07202,Casa Nova,66331
BA,29,07301,Castro Alves,25555
BA,29,07400,Catolândia,3215
BA,29,07509,Catu,51734
BA,29,07558,Caturama,8817
BA,29,07608,Central,17057
BA,29,07707,Chorrochó,10794
BA,29,07806,Cícero Dantas,32470
BA,29,07905,Cipó,15884
BA,29,08002,Coaraci,19937
BA,29,08101,Cocos,18235
BA,29,08200,Conceição da Feira,20826
BA,29,08309,Conceição do Almeida,17705
BA,29,08408,Conceição do Coité,63033
BA,29,08507,Conceição do Jacuípe,30717
BA,29,08606,Conde,24103
BA,29,08705,Condeúba,17421
BA,29,08804,Contendas do Sincorá,4613
BA,29,08903,Coração de Maria,22149
BA,29,09000,Cordeiros,8245
BA,29,09109,Coribe,14210
BA,29,09208,Coronel João Sá,16650
BA,29,09307,Correntina,31397
BA,29,09406,Cotegipe,13614
BA,29,09505,Cravolândia,5048
BA,29,09604,Crisópolis,20199
BA,29,09703,Cristópolis,13374
BA,29,09802,Cruz das Almas,59470
BA,29,09901,Curaçá,32631
BA,29,10008,Dário Meira,12217
BA,29,10057,Dias d'Ávila,69628
BA,29,10107,Dom Basílio,11454
BA,29,10206,Dom Macedo Costa,3894
BA,29,10305,Elísio Medrado,7961
BA,29,10404,Encruzilhada,22478
BA,29,10503,Entre Rios,40180
BA,29,00504,Érico Cardoso,10746
BA,29,10602,Esplanada,33618
BA,29,10701,Euclides da Cunha,56962
BA,29,10727,Eunápolis,102628
BA,29,10750,Fátima,17555
BA,29,10776,Feira da Mata,6177
BA,29,10800,Feira de Santana,568099
BA,29,10859,Filadélfia,16672
BA,29,10909,Firmino Alves,5417
BA,29,11006,Floresta Azul,10657
BA,29,11105,Formosa do Rio Preto,23169
BA,29,11204,Gandu,30816
BA,29,11253,Gavião,4510
BA,29,11303,Gentio do Ouro,10690
BA,29,11402,Glória,15114
BA,29,11501,Gongogi,8031
BA,29,11600,Governador Mangabeira,19926
BA,29,11659,Guajeru,9182
BA,29,11709,Guanambi,79936
BA,29,11808,Guaratinga,21840
BA,29,11857,Heliópolis,13099
BA,29,11907,Iaçu,25319
BA,29,12004,Ibiassucê,9607
BA,29,12103,Ibicaraí,23560
BA,29,12202,Ibicoara,17805
BA,29,12301,Ibicuí,15650
BA,29,12400,Ibipeba,17277
BA,29,12509,Ibipitanga,14285
BA,29,12608,Ibiquera,4874
BA,29,12707,Ibirapitanga,22683
BA,29,12806,Ibirapuã,8086
BA,29,12905,Ibirataia,17959
BA,29,13002,Ibitiara,15669
BA,29,13101,Ibititá,17763
BA,29,13200,Ibotirama,25617
BA,29,13309,Ichu,5908
BA,29,13408,Igaporã,15238
BA,29,13457,Igrapiúna,13028
BA,29,13507,Iguaí,26053
BA,29,13606,Ilhéus,187315
BA,29,13705,Inhambupe,37321
BA,29,13804,Ipecaetá,15025
BA,29,13903,Ipiaú,44538
BA,29,14000,Ipirá,59001
BA,29,14109,Ipupiara,9398
BA,29,14208,Irajuba,7046
BA,29,14307,Iramaia,11150
BA,29,14406,Iraquara,23246
BA,29,14505,Irará,27814
BA,29,14604,Irecê,67527
BA,29,14653,Itabela,28790
BA,29,14703,Itaberaba,62037
BA,29,14802,Itabuna,205885
BA,29,14901,Itacaré,25254
BA,29,15007,Itaeté,15063
BA,29,15106,Itagi,12805
BA,29,15205,Itagibá,15088
BA,29,15304,Itagimirim,7013
BA,29,15353,Itaguaçu da Bahia,13487
BA,29,15403,Itaju do Colônia,7118
BA,29,15502,Itajuípe,20878
BA,29,15601,Itamaraju,63037
BA,29,15700,Itamari,7836
BA,29,15809,Itambé,22650
BA,29,15908,Itanagra,7590
BA,29,16005,Itanhém,20015
BA,29,16104,Itaparica,20994
BA,29,16203,Itapé,10436
BA,29,16302,Itapebi,10398
BA,29,16401,Itapetinga,69903
BA,29,16500,Itapicuru,33008
BA,29,16609,Itapitanga,10181
BA,29,16708,Itaquara,7751
BA,29,16807,Itarantim,18651
BA,29,16856,Itatim,13841
BA,29,16906,Itiruçu,12589
BA,29,17003,Itiúba,36200
BA,29,17102,Itororó,19942
BA,29,17201,Ituaçu,18302
BA,29,17300,Ituberá,26930
BA,29,17334,Iuiú,10963
BA,29,17359,Jaborandi,8728
BA,29,17409,Jacaraci,14500
BA,29,17508,Jacobina,79580
BA,29,17607,Jaguaquara,51635
BA,29,17706,Jaguarari,30769
BA,29,17805,Jaguaripe,16927
BA,29,17904,Jandaíra,10377
BA,29,18001,Jequié,152372
BA,29,18100,Jeremoabo,38163
BA,29,18209,Jiquiriçá,14096
BA,29,18308,Jitaúna,13280
BA,29,18357,João Dourado,23066
BA,29,18407,Juazeiro,201499
BA,29,18456,Jucuruçu,9972
BA,29,18506,Jussara,15004
BA,29,18555,Jussari,6322
BA,29,18605,Jussiape,7533
BA,29,18704,Lafaiete Coutinho,3830
BA,29,18753,Lagoa Real,14187
BA,29,18803,Laje,22679
BA,29,18902,Lajedão,3782
BA,29,19009,Lajedinho,3881
BA,29,19058,Lajedo do Tabocal,8346
BA,29,19108,Lamarão,9271
BA,29,19157,Lapão,25785
BA,29,19207,Lauro de Freitas,171042
BA,29,19306,Lençóis,10589
BA,29,19405,Licínio de Almeida,12268
BA,29,19504,Livramento de Nossa Senhora,43514
BA,29,19553,Luís Eduardo Magalhães,66371
BA,29,19603,Macajuba,11201
BA,29,19702,Macarani,17253
BA,29,19801,Macaúbas,47915
BA,29,19900,Macururé,7992
BA,29,19926,Madre de Deus,18183
BA,29,19959,Maetinga,6048
BA,29,20007,Maiquinique,9229
BA,29,20106,Mairi,19163
BA,29,20205,Malhada,16058
BA,29,20304,Malhada de Pedras,8389
BA,29,20403,Manoel Vitorino,13948
BA,29,20452,Mansidão,12759
BA,29,20502,Maracás,25024
BA,29,20601,Maragogipe,43114
BA,29,20700,Maraú,19212
BA,29,20809,Marcionílio Souza,10447
BA,29,20908,Mascote,14257
BA,29,21005,Mata de São João,41527
BA,29,21054,Matina,11342
BA,29,21104,Medeiros Neto,21642
BA,29,21203,Miguel Calmon,26188
BA,29,21302,Milagres,10994
BA,29,21401,Mirangaba,16606
BA,29,21450,Mirante,9902
BA,29,21500,Monte Santo,52023
BA,29,21609,Morpará,8233
BA,29,21708,Morro do Chapéu,35251
BA,29,21807,Mortugaba,11729
BA,29,21906,Mucugê,10145
BA,29,22003,Mucuri,37229
BA,29,22052,Mulungu do Morro,11743
BA,29,22102,Mundo Novo,24867
BA,29,22201,Muniz Ferreira,7374
BA,29,22250,Muquém de São Francisco,10433
BA,29,22300,Muritiba,28944
BA,29,22409,Mutuípe,21608
BA,29,22508,Nazaré,27454
BA,29,22607,Nilo Peçanha,12729
BA,29,22656,Nordestina,12458
BA,29,22706,Nova Canaã,16070
BA,29,22730,Nova Fátima,7630
BA,29,22755,Nova Ibiá,6570
BA,29,22805,Nova Itarana,7563
BA,29,22854,Nova Redenção,8053
BA,29,22904,Nova Soure,24265
BA,29,23001,Nova Viçosa,39535
BA,29,23035,Novo Horizonte,11001
BA,29,23050,Novo Triunfo,15067
BA,29,23100,Olindina,25100
BA,29,23209,Oliveira dos Brejinhos,21813
BA,29,23308,Ouriçangas,8316
BA,29,23357,Ourolândia,16578
BA,29,23407,Palmas de Monte Alto,20894
BA,29,23506,Palmeiras,8545
BA,29,23605,Paramirim,21226
BA,29,23704,Paratinga,29853
BA,29,23803,Paripiranga,27958
BA,29,23902,Pau Brasil,10479
BA,29,24009,Paulo Afonso,110193
BA,29,24058,Pé de Serra,13707
BA,29,24108,Pedrão,6993
BA,29,24207,Pedro Alexandre,17045
BA,29,24306,Piatã,17257
BA,29,24405,Pilão Arcado,33176
BA,29,24504,Pindaí,15695
BA,29,24603,Pindobaçu,20009
BA,29,24652,Pintadas,10250
BA,29,24678,Piraí do Norte,9833
BA,29,24702,Piripá,12219
BA,29,24801,Piritiba,22907
BA,29,24900,Planaltino,8944
BA,29,25006,Planalto,24627
BA,29,25105,Poções,45903
BA,29,25204,Pojuca,34106
BA,29,25253,Ponto Novo,15524
BA,29,25303,Porto Seguro,131642
BA,29,25402,Potiraguá,9360
BA,29,25501,Prado,27693
BA,29,25600,Presidente Dutra,13807
BA,29,25709,Presidente Jânio Quadros,12854
BA,29,25758,Presidente Tancredo Neves,24517
BA,29,25808,Queimadas,24602
BA,29,25907,Quijingue,27357
BA,29,25931,Quixabeira,9514
BA,29,25956,Rafael Jambeiro,22916
BA,29,26004,Remanso,39365
BA,29,26103,Retirolândia,12281
BA,29,26202,Riachão das Neves,21941
BA,29,26301,Riachão do Jacuípe,33271
BA,29,26400,Riacho de Santana,31027
BA,29,26509,Ribeira do Amparo,14333
BA,29,26608,Ribeira do Pombal,47877
BA,29,26657,Ribeirão do Largo,10432
BA,29,26707,Rio de Contas,12891
BA,29,26806,Rio do Antônio,15015
BA,29,26905,Rio do Pires,11948
BA,29,27002,Rio Real,37754
BA,29,27101,Rodelas,8045
BA,29,27200,Ruy Barbosa,30010
BA,29,27309,Salinas da Margarida,13921
BA,29,27408,Salvador,2710968
BA,29,27507,Santa Bárbara,19292
BA,29,27606,Santa Brígida,14698
BA,29,27705,Santa Cruz Cabrália,26623
BA,29,27804,Santa Cruz da Vitória,6481
BA,29,27903,Santa Inês,10312
BA,29,28059,Santa Luzia,13025
BA,29,28109,Santa Maria da Vitória,40165
BA,29,28406,Santa Rita de Cássia,26653
BA,29,28505,Santa Teresinha,9792
BA,29,28000,Santaluz,34274
BA,29,28208,Santana,24987
BA,29,28307,Santanópolis,8835
BA,29,28604,Santo Amaro,57978
BA,29,28703,Santo Antônio de Jesus,93077
BA,29,28802,Santo Estêvão,48897
BA,29,28901,São Desidério,28921
BA,29,28950,São Domingos,9266
BA,29,29107,São Felipe,20329
BA,29,29008,São Félix,14159
BA,29,29057,São Félix do Coribe,13243
BA,29,29206,São Francisco do Conde,34226
BA,29,29255,São Gabriel,18430
BA,29,29305,São Gonçalo dos Campos,34232
BA,29,29354,São José da Vitória,5609
BA,29,29370,São José do Jacuípe,10293
BA,29,29404,São Miguel das Matas,10474
BA,29,29503,São Sebastião do Passé,42485
BA,29,29602,Sapeaçu,16619
BA,29,29701,Sátiro Dias,19054
BA,29,29750,Saubara,11354
BA,29,29800,Saúde,11921
BA,29,29909,Seabra,42163
BA,29,30006,Sebastião Laranjeiras,10563
BA,29,30105,Senhor do Bonfim,75437
BA,29,30204,Sento Sé,38174
BA,29,30154,Serra do Ramalho,31525
BA,29,30303,Serra Dourada,17963
BA,29,30402,Serra Preta,14993
BA,29,30501,Serrinha,77211
BA,29,30600,Serrolândia,12464
BA,29,30709,Simões Filho,121416
BA,29,30758,Sítio do Mato,12161
BA,29,30766,Sítio do Quinto,11930
BA,29,30774,Sobradinho,22109
BA,29,30808,Souto Soares,16069
BA,29,30907,Tabocas do Brejo Velho,11433
BA,29,31004,Tanhaçu,20001
BA,29,31053,Tanque Novo,16323
BA,29,31103,Tanquinho,8035
BA,29,31202,Taperoá,19174
BA,29,31301,Tapiramutá,16434
BA,29,31350,Teixeira de Freitas,143001
BA,29,31400,Teodoro Sampaio,7746
BA,29,31509,Teofilândia,21581
BA,29,31608,Teolândia,14113
BA,29,31707,Terra Nova,12793
BA,29,31806,Tremedal,17750
BA,29,31905,Tucano,52734
BA,29,32002,Uauá,24015
BA,29,32101,Ubaíra,20714
BA,29,32200,Ubaitaba,20214
BA,29,32309,Ubatã,25575
BA,29,32408,Uibaí,13642
BA,29,32457,Umburanas,17432
BA,29,32507,Una,22992
BA,29,32606,Urandi,16493
BA,29,32705,Uruçuca,19642
BA,29,32804,Utinga,18367
BA,29,32903,Valença,90319
BA,29,33000,Valente,25342
BA,29,33059,Várzea da Roça,13834
BA,29,33109,Várzea do Poço,8759
BA,29,33158,Várzea Nova,12910
BA,29,33174,Varzedo,8987
BA,29,33208,Vera Cruz,38748
BA,29,33257,Vereda,6681
BA,29,33307,Vitória da Conquista,315884
BA,29,33406,Wagner,8985
